Comment,Emotion,Clean_Comment
i feel that they are just saying these things because they dont want to agree with me and be rude,anger,feel saying thing dont want agree rude
i went to pick up the kids feeling scared and trembly and very self critical for my stupidity,fear,went pick kid feeling scared trembly self critical stupidity
i remember sitting in class actually feeling eager to learn a amp p,joy,remember sitting class actually feeling eager learn amp p
i guess i feel irritated when great music gets ignored even if it is necessary,anger,guess feel irritated great music get ignored even necessary
i don t feel whack or messed up i know i m psychologically fucked up because i can feel the difference but i don t feel like i m as fucked up as i could be,anger,feel whack messed know psychologically fucked feel difference feel like fucked could
i feel that my lifes fucked up,anger,feel life fucked
i sit and remember what longing felt like and what denial feels like it is so strange to think i couldnt have changed my own perspective the experience itself created my view of the world,fear,sit remember longing felt like denial feel like strange think couldnt changed perspective experience created view world
i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,fear,feel agitated said continued corner main hastings saw three four cop middle take friend anxiety disorder insisted get wrong bus get away
i started feeling doubtful so i just sat in my seat disappointed,fear,started feeling doubtful sat seat disappointed
i woke feeling hopeful,joy,woke feeling hopeful
i am plagued by awkward feelings the charming tale of a not so charming gal named me,joy,plagued awkward feeling charming tale charming gal named
i feel so eager now to please,joy,feel eager please
im feeling like there are no casual dylan fans,joy,im feeling like casual dylan fan
i feel cranky and annoyed when i dont,anger,feel cranky annoyed dont
i hunger for anything i feel ferocious like a tiger,anger,hunger anything feel ferocious like tiger
im continually feeling triggered im not sure if people are insensitive or if im selfish most likely the latter,joy,im continually feeling triggered im sure people insensitive im selfish likely latter
when i heard what mark i had got at the entrance examination and i realized my admittance to the university was almost certain,joy,heard mark got entrance examination realized admittance university almost certain
i prayed for love for the people that i was feeling bitter towards and that they would find what was best for them,anger,prayed love people feeling bitter towards would find best
i am so thankful that though things are a bit overwhelming he has sent people into our lives to help me not feel so neurotic,fear,thankful though thing bit overwhelming sent people life help feel neurotic
i realize i should be extremely grateful for your act of kindness lord i m feeling quite distressed at the moment,fear,realize extremely grateful act kindness lord feeling quite distressed moment
i feel selfish but she would insist,anger,feel selfish would insist
i feel like a greedy little traitor i m looking looking among these covers hey little snotface take me,anger,feel like greedy little traitor looking looking among cover hey little snotface take
arriving in new zealand as a teenager first overseas trip something exhilarating about the change of scenery etc,joy,arriving new zealand teenager first overseas trip something exhilarating change scenery etc
i met them great people but i have a feeling i may have unintentionally offended them,anger,met great people feeling may unintentionally offended
i was still feeling strong but i missed a couple lifts,joy,still feeling strong missed couple lift
i feel kind of uncomfortable as i m about to write a not so favorable review about starters,fear,feel kind uncomfortable write favorable review starter
i also have a niggling feeling that im getting complacent in my abilities,joy,also niggling feeling im getting complacent ability
i feel i am pretty smart raising three boys on my on and they are turning out to be great but my question myself and anyone who reads my blog whats wrong with be wiser,joy,feel pretty smart raising three boy turning great question anyone read blog whats wrong wiser
im sure ill also feel a bit nervous,fear,im sure ill also feel bit nervous
i feel invigorated when something is refreshed,joy,feel invigorated something refreshed
i feel like kierkegaard a hated and lonely philosopher,anger,feel like kierkegaard hated lonely philosopher
i feel i can divine the future if only seconds in advance,joy,feel divine future second advance
i was feeling very overwhelmed about what i was going to do about removing things from the house i am selling in maryland,fear,feeling overwhelmed going removing thing house selling maryland
i have a feeling if he balks at the soup it will be divine enough for me to finish all by myself,joy,feeling balk soup divine enough finish
im down to blogging again simply because im feeling very distracted though im suppose to study cell bio now,anger,im blogging simply im feeling distracted though im suppose study cell bio
i feel so carefree nowwwwww,joy,feel carefree
im feeling angry i think i strop about ruffling the air and inflating my position and exaggerating the issue,anger,im feeling angry think strop ruffling air inflating position exaggerating issue
i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,fear,visit ller country go expensive make stand sale assistant always standing right next looking like im going steal something feel really uncomfortable shopping
im feeling a little apprehensive about tomorrows weigh in,fear,im feeling little apprehensive tomorrow weigh
im feeling abit grouchy with kim,anger,im feeling abit grouchy kim
i feel uncomfortable when i wear lenses that are not brown but these lenses make me want to get more blue lenses,fear,feel uncomfortable wear lens brown lens make want get blue lens
when i saw a man hitting a child of years without any consideration,anger,saw man hitting child year without consideration
i begin to have these doubts my stomach clenches my heart races and i feel fearful,fear,begin doubt stomach clench heart race feel fearful
i am feeling overwhelmed with excitement and anxiety as i prepare for my flight to florence in a few hours,fear,feeling overwhelmed excitement anxiety prepare flight florence hour
im supposed to be excited about my tattoo today but instead all im feeling is pissed off,anger,im supposed excited tattoo today instead im feeling pissed
i began to feel a bit irritable and antsy,anger,began feel bit irritable antsy
i feel furious about him not leaving,anger,feel furious leaving
i did feel for her but honestly i was just too glad to have some kind of salvation from the merciless sun,joy,feel honestly glad kind salvation merciless sun
i feel it s so obnoxious another vocab word,anger,feel obnoxious another vocab word
i love about my job i still feel dissatisfied,anger,love job still feel dissatisfied
i would hate to be bit imagine if the secretary is feeling irritable that day eh,anger,would hate bit imagine secretary feeling irritable day eh
i feel on the verge of tears from weariness i look at your sweet face and cant help but tenderly kiss your cheeks,joy,feel verge tear weariness look sweet face cant help tenderly kiss cheek
i feel threatened or anxious i become numb and detatched from my emotions and environment,fear,feel threatened anxious become numb detatched emotion environment
i never feel hesitant or timid,fear,never feel hesitant timid
i go to bed feeling very distraught otherwise,fear,go bed feeling distraught otherwise
i go to the range i feel like im like russell crowe in robin hood or merida in brave,joy,go range feel like im like russell crowe robin hood merida brave
i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,joy,feel like show change many country taken many country way making decision includes supporting increasing woman area life
i can feel the cold wind,anger,feel cold wind
i feel ok much better and stronger than i did a few weeks ago,joy,feel ok much better stronger week ago
i feel so uptight and tense,fear,feel uptight tense
i feel like we owe it to each other to be intelligent about our sexual decisions,joy,feel like owe intelligent sexual decision
i also feel terrified but i ve found that since i ve started saying i m terrified out loud i feel less terrified,fear,also feel terrified found since started saying terrified loud feel less terrified
i dont read into traditions because i love them so much so to me when a stranger opens my door i dont feel offended or like he is trying to send a message to me and the rest of the world that i cant open it myself,anger,dont read tradition love much stranger open door dont feel offended like trying send message rest world cant open
i dont know why but i feel uncomfortable in front of people who flaunt their strength or their accomplishments,fear,dont know feel uncomfortable front people flaunt strength accomplishment
i also suspect that like me those who feel like they want to die will be reluctant to share that information with anyone because it is so freaking scary,fear,also suspect like feel like want die reluctant share information anyone freaking scary
i feel so rude saying i ll get back to you cause shes so nice and needs me but i d prefer to work in a href http www,anger,feel rude saying get back cause shes nice need prefer work href http www
i often feel like a child here i speak the language like a child i generally walk around the town confused like a child i have child like relationships with most of the natives and my knowledge of the area and culture is equivalent to a childs,fear,often feel like child speak language like child generally walk around town confused like child child like relationship native knowledge area culture equivalent child
i feel somewhat frightened by the number of policemen that arrived but told them they may come inside and search for whatever they need to,fear,feel somewhat frightened number policeman arrived told may come inside search whatever need
i guess a similar viewpoint might be when we feel smug or better than someone else,joy,guess similar viewpoint might feel smug better someone else
i was feeling brave tonight so i decided to go for my nd attempt at a vlog,joy,feeling brave tonight decided go nd attempt vlog
i feel very frustrated and very sad,anger,feel frustrated sad
i feel rude bring my own fridge i do eat food but i guess my option,anger,feel rude bring fridge eat food guess option
i was so nervous all i remember is my heart beating loudly and feeling insecure as others watched me from off stage,fear,nervous remember heart beating loudly feeling insecure others watched stage
im exhausted in excruciating pain and feeling extremely hostile,anger,im exhausted excruciating pain feeling extremely hostile
i definitely felt scared which made me feel vulnerable and i hated that,fear,definitely felt scared made feel vulnerable hated
i remember feeling terrified around plants back when i was a kid,fear,remember feeling terrified around plant back kid
i feel i can be a bit selfish myself,anger,feel bit selfish
i asked feeling slightly wimpy,fear,asked feeling slightly wimpy
im gradually feeling a little irritated with how pacified all these people can be at present until i wish to just disappear and let them coordinate their own nonsense sometimes,anger,im gradually feeling little irritated pacified people present wish disappear let coordinate nonsense sometimes
i feel so assured and doubtful at the same time,joy,feel assured doubtful time
i feel i am too stubborn and resistant for therapy,anger,feel stubborn resistant therapy
i continue to add more so please feel free to explore and let me know what you think,joy,continue add please feel free explore let know think
i just feel so wronged and sad that i cant even have the space i want,anger,feel wronged sad cant even space want
i feel like popping them in the face with my fist because they re obnoxious,anger,feel like popping face fist obnoxious
i feel like reading anansi boys again its gorgeous,joy,feel like reading anansi boy gorgeous
im feeling cautiously optimistic about the direction anime is heading,joy,im feeling cautiously optimistic direction anime heading
i feel as if it was a way of distracting me from my positive thoughts and i had to work really hard to switch my thoughts around today but i did it,joy,feel way distracting positive thought work really hard switch thought around today
i have the capacity for great care and compassion as well as the ability to bite metaphorically speaking when i feel threatened,fear,capacity great care compassion well ability bite metaphorically speaking feel threatened
i feel irritated to have missed out direct instruction from master lee is never to be passed up casually i have to admit my body just feels like it needs the rest,anger,feel irritated missed direct instruction master lee never passed casually admit body feel like need rest
i spent two hours working on my crochet gift for you but i still feel restless and slightly sad,fear,spent two hour working crochet gift still feel restless slightly sad
i generally only post on this site when im feeling completely overwhelmed and i need a space to vent about the perils of law school however lately ive been laughing my way to the law library like a kind of deranged film villian oh this is far too easy,fear,generally post site im feeling completely overwhelmed need space vent peril law school however lately ive laughing way law library like kind deranged film villian oh far easy
when my mothers heart nearly stopped,fear,mother heart nearly stopped
i feel insecure and lack of confidence,fear,feel insecure lack confidence
im unhappy i feel irritated by everything and i yell,anger,im unhappy feel irritated everything yell
i also hate feeling aggravated when i dont know how i am supposed to eat because when i feel that way i often sound that way,anger,also hate feeling aggravated dont know supposed eat feel way often sound way
i was feeling pretty wiped out mentally amp physically i was determined to get some oxygen to my brain,joy,feeling pretty wiped mentally amp physically determined get oxygen brain
i feel like things are getting a little overwhelming a few spritz of this toner really helps calm and soothe me,joy,feel like thing getting little overwhelming spritz toner really help calm soothe
i guess you could say i am teeter totering right now on the edge and i feel like im dangerous,anger,guess could say teeter totering right edge feel like im dangerous
i was taken by sentimental feelings for the characters and distressed by their destinies,fear,taken sentimental feeling character distressed destiny
i think maybe the person gives a fake hope just because he doesnt want to show his feeling just because he is to afraid about the girl reactions,fear,think maybe person give fake hope doesnt want show feeling afraid girl reaction
i spent today working in my lawn and feel invigorated,joy,spent today working lawn feel invigorated
i feel that many people need to worry about their own families their own children and their own self because time is precious,joy,feel many people need worry family child self time precious
i usually start feeling anxious,fear,usually start feeling anxious
i think even as christians our trust and assurance in the lord is weak when we feel the most helpless,fear,think even christian trust assurance lord weak feel helpless
i want to feel inspired on the job,joy,want feel inspired job
i feel very carefree xd,joy,feel carefree xd
insulted by disgusting people,anger,insulted disgusting people
im feeling paranoid im well aware of the governments tactics and if they put it on the books they want to use it,fear,im feeling paranoid im well aware government tactic put book want use
i have an interest in a relationship with the person long term and an end goal in mind little spats here and there in which i feel i have been wronged are really of rather little consequence in the grand scheme of things,anger,interest relationship person long term end goal mind little spat feel wronged really rather little consequence grand scheme thing
i have always liked to use the original fragrance to freshen up and lightly scent my underwear drawer to feel gorgeously glamorous and girly,joy,always liked use original fragrance freshen lightly scent underwear drawer feel gorgeously glamorous girly
i last saw him and already im feeling this agitated,anger,last saw already im feeling agitated
i feel greedy about wanting to see this film series continue,anger,feel greedy wanting see film series continue
im wrong but i have a feeling the studio was reluctant to give clint money to fund a movie from the perspective of the japanese,fear,im wrong feeling studio reluctant give clint money fund movie perspective japanese
i feel more excitment than reluctant xdd hohoho looking foward tmr xd cya tmr,fear,feel excitment reluctant xdd hohoho looking foward tmr xd cya tmr
i feel like i m on the receiving end of a violent attack,anger,feel like receiving end violent attack
i just feel shy because i was just a sharia stream student who is now still struggling with european union policy and decision making thesis while those uncles there discussing trillion dollars projects in government lead companies glc,fear,feel shy sharia stream student still struggling european union policy decision making thesis uncle discussing trillion dollar project government lead company glc
i hope that this does not deeply affend anyone but if it does than maybe you know who i feel now after years of being a faithful catholic to be told you are going to hell anyways because of what you do in the privacy of your own home,joy,hope deeply affend anyone maybe know feel year faithful catholic told going hell anyways privacy home
im not feeling too keen on that,joy,im feeling keen
i should do but i think it means that i should always be open to opportunities of inviting and involving others in ministries and that i should be creative in finding ways for others to participate in and feel welcomed into such ministries,joy,think mean always open opportunity inviting involving others ministry creative finding way others participate feel welcomed ministry
i walk away feeling dissatisfied like i ve waited for my caffeine hit only to get a decaf,anger,walk away feeling dissatisfied like waited caffeine hit get decaf
i was tossing and turning and feeling very anxious about the fact that i was not doing this work that i felt needed to be done,fear,tossing turning feeling anxious fact work felt needed done
i feel those memories are precious and i am so glad i have them,joy,feel memory precious glad
i actually feel like everything is going to be ok,joy,actually feel like everything going ok
i have the feeling that im going to be stubborn about it,anger,feeling im going stubborn
i hope this might create a generation of kids that learns to never fear sharing openly with people they feel safe with,joy,hope might create generation kid learns never fear sharing openly people feel safe
i have a feeling that christ welcomed corey and then whispered youve got some work to do son,joy,feeling christ welcomed corey whispered youve got work son
i feel so invigorated by the sunshine,joy,feel invigorated sunshine
listening to my roommate boasting about her new clothes,anger,listening roommate boasting new clothes
i know i shouldnt be reacting this way to it all but i cant help it and i feel terribly petty and horrid but this is the way im reacting and i have to deal with it,anger,know shouldnt reacting way cant help feel terribly petty horrid way im reacting deal
i have seen you fall asleep climbing back into bed before you were even horizontal and now i am awake and my neck is cramped and i am feeling hostile and cheated,anger,seen fall asleep climbing back bed even horizontal awake neck cramped feeling hostile cheated
i have never been happier nor feel more accepted in my whole life,joy,never happier feel accepted whole life
i feel like ive entered some weird universe and i really am grateful for it,fear,feel like ive entered weird universe really grateful
i feel style of charming creepy macabre drinks the fountain,joy,feel style charming creepy macabre drink fountain
i also feel fearful and concerned for them both worried,fear,also feel fearful concerned worried
i pleading to people and feeling distraught that they dont hear,fear,pleading people feeling distraught dont hear
i like my new bunnysuit when i wear it i feel cute,joy,like new bunnysuit wear feel cute
i feel a little tortured and lost,anger,feel little tortured lost
i feel like i m in the movie dangerous minds,anger,feel like movie dangerous mind
i highly recommend it if you want to feel totally amazing ab,joy,highly recommend want feel totally amazing ab
i really feel i was wronged as a patient,anger,really feel wronged patient
i realize that this conversation can make some people feel paranoid or upset generally,fear,realize conversation make people feel paranoid upset generally
i took part in a football match the referee was extremely partial to the opposite team this stirred up my discontent and anger,anger,took part football match referee extremely partial opposite team stirred discontent anger
i really shut myself off a lot at the end of my pregnancy when i was feeling even more irritable and anxious so maybe now i need to bounce back from that and get back to normal again,anger,really shut lot end pregnancy feeling even irritable anxious maybe need bounce back get back normal
i can feel it coming and im determined to see it through,joy,feel coming im determined see
i feel the corners of my mouth curl into a triumphant grin,joy,feel corner mouth curl triumphant grin
i write this very moment i feel the cold chill of,anger,write moment feel cold chill
i now feel like im finally in a position to decide whether to indulge in joyful jubilations and claim my free chocolate bar,joy,feel like im finally position decide whether indulge joyful jubilation claim free chocolate bar
i became more dismayed as i studied what people were wearing and started feeling like though some of the outfits were gorgeous they were bought that way,joy,became dismayed studied people wearing started feeling like though outfit gorgeous bought way
i feel scared and unsure and out of place,fear,feel scared unsure place
i am feeling a little weird as i compare this big old number with how young insecure childlike playful silly i feel inside,fear,feeling little weird compare big old number young insecure childlike playful silly feel inside
im going to go do my anti dance flow now and if i feel eager since ill be on the mat anyhow i might even do a few circuits of grow a spine,joy,im going go anti dance flow feel eager since ill mat anyhow might even circuit grow spine
i feel inspired to get back to my indigo pot,joy,feel inspired get back indigo pot
i feel like my meds arent working correctly and idk its weird,fear,feel like med arent working correctly idk weird
i use emoticons because it would be awkward writing i am feeling amused by what you are writing right now as opposed to xd,joy,use emoticon would awkward writing feeling amused writing right opposed xd
i cannot wait to be human again ahkman to feel your kiss but i am so frightened,fear,cannot wait human ahkman feel kiss frightened
i am feeling rebellious i will start from the end instead of the beginning a very good place to start,anger,feeling rebellious start end instead beginning good place start
i think about it i find myself still shaking my head in disbelief and feeling truly disgusted,anger,think find still shaking head disbelief feeling truly disgusted
i am not wishing november away or trying to forget about thanksgiving but i need to be mindful of what really matters when i feel overwhelmed,fear,wishing november away trying forget thanksgiving need mindful really matter feel overwhelmed
i get this sudden feeling that i am completely annoyed at him,anger,get sudden feeling completely annoyed
im feeling so helpless clueless and homesick,fear,im feeling helpless clueless homesick
i mentioned in that post the colors are very pretty but they feel very uncomfortable on the eyes,fear,mentioned post color pretty feel uncomfortable eye
i know they mean no harm but i cant help but feel offended,anger,know mean harm cant help feel offended
i did feel like their relationship seemed a little rushed though,anger,feel like relationship seemed little rushed though
i feel i was appalled to see a misused apostrophe on the bbc and an incorrect spelling on itv last week,anger,feel appalled see misused apostrophe bbc incorrect spelling itv last week
i am fascinated with the structure and function of the brain its so incredible that everything we think and feel all our memories and emotions are created and stored in this strange convoluted structure,fear,fascinated structure function brain incredible everything think feel memory emotion created stored strange convoluted structure
i can only pass to my left side and i would have to occasionally reset if my weaker leg gets put in half guard but did not feel comfortable taking the back nor mount,joy,pas left side would occasionally reset weaker leg get put half guard feel comfortable taking back mount
i feel very delighted for my stay here in manila is nearing its end and feel so down for the same reason,joy,feel delighted stay manila nearing end feel reason
i did feel a little lighter in spirit now that i knew that neither he nor warrick despised me for my incredible naivety and stupidity,anger,feel little lighter spirit knew neither warrick despised incredible naivety stupidity
i know my best friend thinks i m a legend xd she tells me i m hilarious and a badass when most of the time i feel like a wimpy dork,fear,know best friend think legend xd tell hilarious badass time feel like wimpy dork
i feel like these lenses look so cute,joy,feel like lens look cute
i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,fear,like feeling suspicious paranoid everyone around including cat spending way much time self loathing thought sinking unwarranted unnecessary depression feeling supremely guilty acting like bitch
im standing by myself off near maxs crib watching the whole thing and feeling more terrified,fear,im standing near max crib watching whole thing feeling terrified
i forgive myself that i have accepted and allowed myself to feel more than and superior when as i see perceive someone worshiping me for my progress instead of realising that i am defeating the whole point of process within doing so,joy,forgive accepted allowed feel superior see perceive someone worshiping progress instead realising defeating whole point process within
i smile people smile back and tell me they feel a little cheered up seeing me being jolly in the morning,joy,smile people smile back tell feel little cheered seeing jolly morning
i feel like a wimpy blubbering fool right now,fear,feel like wimpy blubbering fool right
i feel i m doing to my mom what i despised so much when it was done to me,anger,feel mom despised much done
i feel but distressed is sufficient,fear,feel distressed sufficient
i feel this strange sense of importance of life and the world when i stare at the stars all night,fear,feel strange sense importance life world stare star night
i anger people because when i feel agitated with something i get frantic and speak fast and snippy,fear,anger people feel agitated something get frantic speak fast snippy
im feeling cranky im very defensive about it,anger,im feeling cranky im defensive
i feel pressured to come up with something else funny to write about,fear,feel pressured come something else funny write
i feel like this never get impatient around sharp objects as it will inevitably lead to tears,anger,feel like never get impatient around sharp object inevitably lead tear
i am feeling a little stressed but seriously i have no one or nothing to blame but myself,anger,feeling little stressed seriously one nothing blame
i write what i feel if you get annoyed and sick of this simply close the tab,anger,write feel get annoyed sick simply close tab
i have this crush on my bus mate and i feel strange about it because i used to despise him,fear,crush bus mate feel strange used despise
i feel indecisive about baker although my room is the smallest double it still seems big but i hate how loud the guys across the hall are,fear,feel indecisive baker although room smallest double still seems big hate loud guy across hall
i don t want to feel the way i did with you that passionate connection when we were no longer a separate two,joy,want feel way passionate connection longer separate two
i feel a strange sense of achievement that i have scraped every nook and cranny of the shells for juicy morsels,fear,feel strange sense achievement scraped every nook cranny shell juicy morsel
i didn t wish to be the president i hardly know these people and i got the feeling that they hated me for being quiet and not smiling,anger,wish president hardly know people got feeling hated quiet smiling
i kept waking up and feeling glad the dream was over then i would fall back asleep only to the dream continuing,joy,kept waking feeling glad dream would fall back asleep dream continuing
i feel so weird and scattered with all wonders about a million different things,fear,feel weird scattered wonder million different thing
i feel fairly calm,joy,feel fairly calm
i am feeling very fearful that things arent going to go the way i want them to with my ex,fear,feeling fearful thing arent going go way want ex
is only friend made yuuki feel special,joy,friend made yuuki feel special
i grin and kiss my way down his body the same way he d done to me except with less teeth because i m feeling rather mellow and content at the moment,joy,grin kiss way body way done except less teeth feeling rather mellow content moment
i feel i was wronged,anger,feel wronged
i am feeling very bitter about it all,anger,feeling bitter
im not feeling obnoxious with myself anymore,anger,im feeling obnoxious anymore
im feeling aggravated listening to phoenix lost and found,anger,im feeling aggravated listening phoenix lost found
i am feeling rather artistic and felt like sharing some of my artwork,joy,feeling rather artistic felt like sharing artwork
i feel reluctant to supply this motion picture a score of stars from,fear,feel reluctant supply motion picture score star
i mention that im feeling cranky,anger,mention im feeling cranky
i feel agitated i become easily overwhelmed,fear,feel agitated become easily overwhelmed
i barely seem to remember where i live in the middle of coming to terms with the likelihood that i would just be single for the rest of my life and feeling pretty content about that,joy,barely seem remember live middle coming term likelihood would single rest life feeling pretty content
i had a go at it it said i was feeling paranoid lol,fear,go said feeling paranoid lol
i feel like i m being tortured for government secrets i don t know anything,anger,feel like tortured government secret know anything
i feel like my casual nonchalant attitude is easi,joy,feel like casual nonchalant attitude easi
i feel like im getting less intelligent more and more each day,joy,feel like im getting less intelligent day
i enjoy my life and wish to help as many people as possible to feel fabulous about themselves but i can only show the way,joy,enjoy life wish help many people possible feel fabulous show way
i know that car enthusiasts are a bit tribal and youre all starting to feel suspicious about a car journalist whos turned to the dark side but dont worry i still prefer four wheels to two,fear,know car enthusiast bit tribal youre starting feel suspicious car journalist who turned dark side dont worry still prefer four wheel two
i am feeling very anxious and frustrated right now,fear,feeling anxious frustrated right
i purposely put that statement in the negative to show that im now feeling gun shy,fear,purposely put statement negative show im feeling gun shy
i have a feeling might have offended one of the dorks sitting in the censorship cubicle of doom,anger,feeling might offended one dork sitting censorship cubicle doom
i think the main benefit here is that it wets the surface giving even the earliest strokes something to play against and it also helps get my ass into the deep end of the pool if i am feeling hesitant about where to begin,fear,think main benefit wet surface giving even earliest stroke something play also help get as deep end pool feeling hesitant begin
i feel bitter theofilou said of the lack of support to nods of agreement by kastrioti who waited for her turn to board,anger,feel bitter theofilou said lack support nod agreement kastrioti waited turn board
i feel like i ve fucked up massively for not being able to fight off being suicidal,anger,feel like fucked massively able fight suicidal
i feel really tranquil where i am right now,joy,feel really tranquil right
i admittedly feel like crap and want to sleep all day and am so cranky i just want to yell at everyone,anger,admittedly feel like crap want sleep day cranky want yell everyone
i feel when i just out from my dorm and began to breath a pleased liberty,joy,feel dorm began breath pleased liberty
i do feel a shift in me to being more positive,joy,feel shift positive
i think since im compelled to act all meek and asian in front of my own kind i feel a tad inhibited to the extent that i cant even be myself,fear,think since im compelled act meek asian front kind feel tad inhibited extent cant even
i wonder does anyone ever feel particularly inspired or moved watching question time these days,joy,wonder anyone ever feel particularly inspired moved watching question time day
i didnt feel that welcomed when i first entered morris quickly changed that and i left feeling very happy,joy,didnt feel welcomed first entered morris quickly changed left feeling happy
i feel pretty relieved and psyched that they actually got to see something penn said as members of the production team sifted through the mounds of trash pulling out boxes games and other atari products,joy,feel pretty relieved psyched actually got see something penn said member production team sifted mound trash pulling box game atari product
i feel that she should change herself and i was too timid to speak up for her except in underground murmurs,fear,feel change timid speak except underground murmur
i feel frustrated sometimes with my mac lipsticks when i have to read names or open each of them to select shade,anger,feel frustrated sometimes mac lipstick read name open select shade
i can listen to it and feel dissatisfied,anger,listen feel dissatisfied
i feel very giggly and upbeat even though i feel like i should probably be morose and sombre,joy,feel giggly upbeat even though feel like probably morose sombre
i do not know these people since they are not a resident of this room and for them to treat me in such a way that i feel angered,anger,know people since resident room treat way feel angered
i suppose in some ways i should feel irritated that if she knew why didn t she do anything to help me with this lone cause i was feeling,anger,suppose way feel irritated knew anything help lone cause feeling
i feel so pissed off over an old friend and some friends,anger,feel pissed old friend friend
i can t stop thinking about it i feel paranoid like they re judging me i know they re probably now but i just feel that way,fear,stop thinking feel paranoid like judging know probably feel way
i think maybe about how strongly she feels about him and being there for him but brad looks really distracted,anger,think maybe strongly feel brad look really distracted
i would not feel hesitant in using the medical system again if needed,fear,would feel hesitant using medical system needed
ive been feeling so restless at home these days probably because i had been cooped up at school and home for way too long,fear,ive feeling restless home day probably cooped school home way long
i started to feel cold,anger,started feel cold
i feel hesitant unsure doubtful of myself,fear,feel hesitant unsure doubtful
i feel selfish and self indulgent,anger,feel selfish self indulgent
i feel i had to make as a hateful bastard is too stupid to make any assumed connections that are not themselves hateful,anger,feel make hateful bastard stupid make assumed connection hateful
ive been hearing about too many things happening back i singapore and it gets me feeling irritated and depressed about not being able to be there,anger,ive hearing many thing happening back singapore get feeling irritated depressed able
i would feel strange describing it but if anyone is interested let me know and i will add it,fear,would feel strange describing anyone interested let know add
i feel it s a worthwhile cause and hope you decide to participate,joy,feel worthwhile cause hope decide participate
i feel that now i am a lot less irritable than i was before,anger,feel lot less irritable
i feel uncertain about,fear,feel uncertain
im sure that the folks in virginia florida and the other handful of swing states agree feel not only put upon but insulted by the constant barrage,anger,im sure folk virginia florida handful swing state agree feel put upon insulted constant barrage
ive to admit im feeling excited yet so unprepared for the surgery,joy,ive admit im feeling excited yet unprepared surgery
i feel like we are a creative home truly painting while they are in there making music,joy,feel like creative home truly painting making music
ill let you in on a few more huge dieting secrets just because im feeling very festive and giving right now,joy,ill let huge dieting secret im feeling festive giving right
i reach for your hand feel its warmth sense a strange mysterious connection the greater sea of lives intimately shared and buoyed by a wave of love hope and joy surrender to its greater transcendent surge letting it take me wherever it will,fear,reach hand feel warmth sense strange mysterious connection greater sea life intimately shared buoyed wave love hope joy surrender greater transcendent surge letting take wherever
i feel pressured and can not move on to other items in our wedding checklists,fear,feel pressured move item wedding checklist
i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,anger,even get jealous bf speaks best friend girl also friend mine listen understand friendship trust towards bf higher feeling jealous
i need to tell someone how i feel you are gorgeous,joy,need tell someone feel gorgeous
i think its kind of taken us this long to build up a good inventory of sauces oils spices and other non perishables to feel like we have a chance at making something delicious without having to specifically go out and buy every single item in a recipe,joy,think kind taken u long build good inventory sauce oil spice non perishable feel like chance making something delicious without specifically go buy every single item recipe
i feel pretty jolly,joy,feel pretty jolly
im under a lot of stress and feeling overwhelmed,fear,im lot stress feeling overwhelmed
i actually feel solidarity with the americans who went on to cry for blood in iraq tortured prisoners and the stripping of the bill of rights,fear,actually feel solidarity american went cry blood iraq tortured prisoner stripping bill right
i feel frustrated lonely or am having a hard time i think of elf and regain my strength lets spend together you guys and the other member for sure,anger,feel frustrated lonely hard time think elf regain strength let spend together guy member sure
i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste,joy,said wanted give little sample writing denied feeling little generous today suppose share one little taste
i would estimate that when i speak nepali i feel about as intelligent as when i speak english with german i feel about as intelligent and with spanish i feel about as intelligent,joy,would estimate speak nepali feel intelligent speak english german feel intelligent spanish feel intelligent
on a boat trip to denmark,joy,boat trip denmark
i feel like it was a bit rushed,anger,feel like bit rushed
i feel yet you are so heartless and go for the men that will break your heart,anger,feel yet heartless go men break heart
i didn t ride on sunday and was still feeling a little apprehensive on monday so decided to a title lunge href http en,fear,ride sunday still feeling little apprehensive monday decided title lunge href http en
i am feeling so much love for my own mother and appreciative of all that she has done for me,joy,feeling much love mother appreciative done
i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,joy,express gene dominant voice feel rather wonderful really writer poet carefree crazy
im making more mistakes thinking less clearly and feeling more anxious,fear,im making mistake thinking less clearly feeling anxious
i feel very distressed because i m supportive of this campaign and with the senator,fear,feel distressed supportive campaign senator
i do feel a bit obnoxious it is definately the weather,anger,feel bit obnoxious definately weather
i t want t know f t habitual t feel frightened wh n initiation r career,fear,want know f habitual feel frightened wh n initiation r career
i am feeling so festive today that i m even going to put the tree up as soon as i ve finished doing this and catching up with the week s goings ons on coronation street,joy,feeling festive today even going put tree soon finished catching week going ons coronation street
